No.,Channel Name,Receive Frequency,Transmit Frequency,Channel Type,Transmit Power,Band Width,CTCSS/DCS Decode,CTCSS/DCS Encode,Contact,Contact Call Type,Radio ID,Busy Lock/TX Permit,Squelch Mode,Optional Signal,DTMF ID,2Tone ID,5Tone ID,PTT ID,Color Code,Slot,Scan List,Receive Group List,TX Prohibit,Reverse,Simplex TDMA,TDMA Adaptive,Encryption Type,Digital Encryption,Call Confirmation,Talk Around,Work Alone,Custom CTCSS,2TONE Decode,Ranging,Through Mode,Digi APRS RX,Analog APRS PTT Mode,Digital APRS PTT Mode,APRS Report Type,Digital APRS Report Channel,Correct Frequency[Hz],SMS Confirmation
1715,NH Roch NTAC1,145.24,144.64,D-Digital,High,12.5K,Off,Off,NETAC1,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,3,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,1,Off,Off,Off,Off,Off,Off,1,0,Off
1716,NH Roch NTAC2,145.24,144.64,D-Digital,High,12.5K,Off,Off,NETAC 2,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,3,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,1,Off,Off,Off,Off,Off,Off,1,0,Off
1717,NH Roch NE,145.24,144.64,D-Digital,High,12.5K,Off,Off,N-EAST,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,3,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,1,Off,Off,Off,Off,Off,Off,1,0,Off
1718,NH Roch NA,145.24,144.64,D-Digital,High,12.5K,Off,Off,North Am,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,3,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,1,Off,Off,Off,Off,Off,Off,1,0,Off
1719,NH Roch WWE,145.24,144.64,D-Digital,High,12.5K,Off,Off,WW English,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,3,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,1,Off,Off,Off,Off,Off,Off,1,0,Off
1720,NH Roch WW,145.24,144.64,D-Digital,High,12.5K,Off,Off,World Wide,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,3,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,1,Off,Off,Off,Off,Off,Off,1,0,Off
1721,NH Roch 310,145.24,144.64,D-Digital,High,12.5K,Off,Off,TAC310,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,3,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,1,Off,Off,Off,Off,Off,Off,1,0,Off
1722,NH Roch 311,145.24,144.64,D-Digital,High,12.5K,Off,Off,TAC311,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,3,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,1,Off,Off,Off,Off,Off,Off,1,0,Off
1723,NH Roch 113,145.24,144.64,D-Digital,High,12.5K,Off,Off,UA113,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,3,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,1,Off,Off,Off,Off,Off,Off,1,0,Off
1724,NH Roch 123,145.24,144.64,D-Digital,High,12.5K,Off,Off,UA123,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,3,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,1,Off,Off,Off,Off,Off,Off,1,0,Off
1725,NH Roch PAR,145.24,144.64,D-Digital,High,12.5K,Off,Off,Parrot,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,3,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,1,Off,Off,Off,Off,Off,Off,1,0,Off
1726,NH Roch SKY,145.24,144.64,D-Digital,High,12.5K,Off,Off,SKYWARN,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,3,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,1,Off,Off,Off,Off,Off,Off,1,0,Off
1727,NH Wake LCL,145.28,144.68,D-Digital,High,12.5K,Off,Off,LOCAL,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,7,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,1,Off,Off,Off,Off,Off,Off,1,0,Off
1728,NH Wake NH,145.28,144.68,D-Digital,High,12.5K,Off,Off,NH SW,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,7,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,1,Off,Off,Off,Off,Off,Off,1,0,Off
1729,NH Wake RGN,145.28,144.68,D-Digital,High,12.5K,Off,Off,REG N,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,7,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,1,Off,Off,Off,Off,Off,Off,1,0,Off
1730,NH Wake NEW,145.28,144.68,D-Digital,High,12.5K,Off,Off,NE WIDE,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,7,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,1,Off,Off,Off,Off,Off,Off,1,0,Off
1731,NH Wake NTAC1,145.28,144.68,D-Digital,High,12.5K,Off,Off,NETAC1,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,7,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,1,Off,Off,Off,Off,Off,Off,1,0,Off
1732,NH Wake NTAC2,145.28,144.68,D-Digital,High,12.5K,Off,Off,NETAC 2,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,7,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,1,Off,Off,Off,Off,Off,Off,1,0,Off
1733,NH Wake NE,145.28,144.68,D-Digital,High,12.5K,Off,Off,N-EAST,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,7,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,1,Off,Off,Off,Off,Off,Off,1,0,Off
1734,NH Wake NA,145.28,144.68,D-Digital,High,12.5K,Off,Off,North Am,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,7,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,1,Off,Off,Off,Off,Off,Off,1,0,Off
1735,NH Wake WWE,145.28,144.68,D-Digital,High,12.5K,Off,Off,WW English,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,7,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,1,Off,Off,Off,Off,Off,Off,1,0,Off
1736,NH Wake WW,145.28,144.68,D-Digital,High,12.5K,Off,Off,World Wide,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,7,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,1,Off,Off,Off,Off,Off,Off,1,0,Off
1737,NH Wake 310,145.28,144.68,D-Digital,High,12.5K,Off,Off,TAC310,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,7,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,1,Off,Off,Off,Off,Off,Off,1,0,Off
1738,NH Wake 311,145.28,144.68,D-Digital,High,12.5K,Off,Off,TAC311,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,7,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,1,Off,Off,Off,Off,Off,Off,1,0,Off
1739,NH Wake 113,145.28,144.68,D-Digital,High,12.5K,Off,Off,UA113,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,7,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,1,Off,Off,Off,Off,Off,Off,1,0,Off
1740,NH Wake 123,145.28,144.68,D-Digital,High,12.5K,Off,Off,UA123,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,7,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,On,251.1,1,Off,Off,Off,Off,Off,Off,1,0,Off
1741,NH Wake PAR,145.28,144.68,D-Digital,High,12.5K,Off,Off,Parrot,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,7,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,1,Off,Off,Off,Off,Off,Off,1,0,Off
1742,NH Wake SKY,145.28,144.68,D-Digital,High,12.5K,Off,Off,SKYWARN,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,7,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,1,Off,Off,Off,Off,Off,Off,1,0,Off
1743,NH OSS LCL,147.075,147.675,D-Digital,High,12.5K,Off,Off,LOCAL,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,6,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,1,Off,Off,Off,Off,Off,Off,1,0,Off
1744,NH OSS NH,147.075,147.675,D-Digital,High,12.5K,Off,Off,NH SW,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,6,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,1,Off,Off,Off,Off,Off,Off,1,0,Off
1745,NH OSS RGN,147.075,147.675,D-Digital,High,12.5K,Off,Off,REG N,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,6,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,1,Off,Off,Off,Off,Off,Off,1,0,Off
1746,NH OSS ME,147.075,147.675,D-Digital,High,12.5K,Off,Off,ME SW,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,6,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,1,Off,Off,Off,Off,Off,Off,1,0,Off
1747,NH OSS NEW,147.075,147.675,D-Digital,High,12.5K,Off,Off,NE WIDE,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,6,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,1,Off,Off,Off,Off,Off,Off,1,0,Off
1748,NH OSS NTAC1,147.075,147.675,D-Digital,High,12.5K,Off,Off,NETAC1,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,6,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,1,Off,Off,Off,Off,Off,Off,1,0,Off
1749,NH OSS NTAC2,147.075,147.675,D-Digital,High,12.5K,Off,Off,NETAC 2,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,6,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,1,Off,Off,Off,Off,Off,Off,1,0,Off
1750,NH OSS NE,147.075,147.675,D-Digital,High,12.5K,Off,Off,N-EAST,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,6,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,1,Off,Off,Off,Off,Off,Off,1,0,Off
1751,NH OSS NA,147.075,147.675,D-Digital,High,12.5K,Off,Off,North Am,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,6,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,1,Off,Off,Off,Off,Off,Off,1,0,Off
1752,NH OSS WW,147.075,147.675,D-Digital,High,12.5K,Off,Off,World Wide,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,6,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,1,Off,Off,Off,Off,Off,Off,1,0,Off
1753,NH OSS 310,147.075,147.675,D-Digital,High,12.5K,Off,Off,TAC310,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,6,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,1,Off,Off,Off,Off,Off,Off,1,0,Off
1754,NH OSS 311,147.075,147.675,D-Digital,High,12.5K,Off,Off,TAC311,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,6,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,1,Off,Off,Off,Off,Off,Off,1,0,Off
1755,NH OSS 113,147.075,147.675,D-Digital,High,12.5K,Off,Off,UA113,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,6,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,1,Off,Off,Off,Off,Off,Off,1,0,Off
1756,NH OSS 123,147.075,147.675,D-Digital,High,12.5K,Off,Off,UA123,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,6,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,1,Off,Off,Off,Off,Off,Off,1,0,Off
1757,NH OSS PAR,147.075,147.675,D-Digital,High,12.5K,Off,Off,Parrot,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,6,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,1,Off,Off,Off,Off,Off,Off,1,0,Off
1758,NH OSS SKY,147.075,147.675,D-Digital,High,12.5K,Off,Off,SKYWARN,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,6,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,1,Off,Off,Off,Off,Off,Off,1,0,Off
1759,NH OSS BLK,147.075,147.675,D-Digital,High,12.5K,Off,Off,Parrot,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,6,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,1,Off,Off,Off,Off,Off,Off,1,0,Off
1760,NH Wake ME,145.28,144.68,D-Digital,High,12.5K,Off,Off,ME SW,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,7,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,1,Off,Off,Off,Off,Off,Off,1,0,Off
1761,NH Roch ME,145.24,144.64,D-Digital,High,12.5K,Off,Off,ME SW,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,3,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,1,Off,Off,Off,Off,Off,Off,1,0,Off
1762,MA HNG V SKY,146.43,144.93,D-Digital,High,12.5K,Off,Off,SKYWARN,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,1,Off,Off,Off,Off,Off,Off,1,0,Off
1763,MA HNG V NH,146.43,144.93,D-Digital,High,12.5K,Off,Off,NH SW,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,0,1,Off,Off,Off,Off,Off,Off,1,0,Off
1764,NH CAN NH,145.43,144.83,D-Digital,High,12.5K,Off,Off,NH SW,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,1,Off,Off,Off,Off,Off,Off,1,0,Off
1765,NH CAN LCL,145.43,144.83,D-Digital,High,12.5K,Off,Off,LOCAL,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,1,Off,Off,Off,Off,Off,Off,1,0,Off
1766,NH CAN Echo,145.43,144.83,D-Digital,High,12.5K,Off,Off,ECHO,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,1,Off,Off,Off,Off,Off,Off,1,0,Off
1767,NH CAN LARK,145.43,144.83,D-Digital,High,12.5K,Off,Off,LARK,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,1,Off,Off,Off,Off,Off,Off,1,0,Off
1768,MA GRD LCL,145.34,144.74,D-Digital,High,12.5K,Off,Off,LOCAL,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,3,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,1,Off,Off,Off,Off,Off,Off,1,0,Off
1769,MA GRD MA,145.34,144.74,D-Digital,High,12.5K,Off,Off,MA  SW,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,3,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,1,Off,Off,Off,Off,Off,Off,1,0,Off
1770,MA GRD NH,145.34,144.74,D-Digital,High,12.5K,Off,Off,NH SW,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,3,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,1,Off,Off,Off,Off,Off,Off,1,0,Off
1771,MA GRD RGN,145.34,144.74,D-Digital,High,12.5K,Off,Off,REG N,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,3,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,1,Off,Off,Off,Off,Off,Off,1,0,Off
1772,MA GRD NEW,145.34,144.74,D-Digital,High,12.5K,Off,Off,NE WIDE,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,3,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,1,Off,Off,Off,Off,Off,Off,1,0,Off
1773,MA GRD NTAC1,145.34,144.74,D-Digital,High,12.5K,Off,Off,NETAC1,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,3,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,1,Off,Off,Off,Off,Off,Off,1,0,Off
1774,MA GRD NTAC2,145.34,144.74,D-Digital,High,12.5K,Off,Off,NETAC 2,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,3,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,1,Off,Off,Off,Off,Off,Off,1,0,Off
1775,MA GRD NE,145.34,144.74,D-Digital,High,12.5K,Off,Off,N-EAST,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,1,Off,Off,Off,Off,Off,Off,1,0,Off
1776,MA GRD NA,145.34,144.74,D-Digital,High,12.5K,Off,Off,North Am,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,3,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,1,Off,Off,Off,Off,Off,Off,1,0,Off
1777,MA GRD WWE,145.34,144.74,D-Digital,High,12.5K,Off,Off,WW English,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,3,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,1,Off,Off,Off,Off,Off,Off,1,0,Off
1778,MA GRD WW,145.34,144.74,D-Digital,High,12.5K,Off,Off,World Wide,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,3,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,1,Off,Off,Off,Off,Off,Off,1,0,Off
1779,MA GRD 310,145.34,144.74,D-Digital,High,12.5K,Off,Off,TAC310,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,3,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,1,Off,Off,Off,Off,Off,Off,1,0,Off
1780,MA GRD 311,145.34,144.74,D-Digital,High,12.5K,Off,Off,TAC311,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,3,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,1,Off,Off,Off,Off,Off,Off,1,0,Off
1781,MA GRD 113,145.34,144.74,D-Digital,High,12.5K,Off,Off,UA113,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,3,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,1,Off,Off,Off,Off,Off,Off,1,0,Off
1782,MA GRD 123,145.34,144.74,D-Digital,High,12.5K,Off,Off,UA123,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,3,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,1,Off,Off,Off,Off,Off,Off,1,0,Off
1783,MA GRD PAR,145.34,144.74,D-Digital,High,12.5K,Off,Off,Parrot,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,3,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,1,Off,Off,Off,Off,Off,Off,1,0,Off
1784,MA GRD SKY,145.34,144.74,D-Digital,High,12.5K,Off,Off,SKYWARN,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,3,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,1,Off,Off,Off,Off,Off,Off,1,0,Off
1785,VT Jay LCL,446.375,441.375,D-Digital,High,12.5K,Off,Off,LOCAL,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,1,Off,Off,Off,Off,Off,Off,1,0,Off
1786,VT Jay VT,446.375,441.375,D-Digital,High,12.5K,Off,Off,VT SW,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,7,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,1,Off,Off,Off,Off,Off,Off,1,0,Off
1787,VT Jay RGN,446.375,441.375,D-Digital,High,12.5K,Off,Off,REG N,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,7,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,1,Off,Off,Off,Off,Off,Off,1,0,Off
1788,VT Jay NEW,446.375,441.375,D-Digital,High,12.5K,Off,Off,NE WIDE,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,7,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,1,Off,Off,Off,Off,Off,Off,1,0,Off
1789,VT Jay NH,446.375,441.375,D-Digital,High,12.5K,Off,Off,NH SW,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,7,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,1,Off,Off,Off,Off,Off,Off,1,0,Off
1790,VT Jay NTAC1,446.375,441.375,D-Digital,High,12.5K,Off,Off,NETAC1,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,7,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,1,Off,Off,Off,Off,Off,Off,1,0,Off
1791,VT Jay NTAC2,446.375,441.375,D-Digital,High,12.5K,Off,Off,NETAC 2,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,7,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,1,Off,Off,Off,Off,Off,Off,1,0,Off
1792,VT Jay NE,446.375,441.375,D-Digital,High,12.5K,Off,Off,N-EAST,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,7,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,1,Off,Off,Off,Off,Off,Off,1,0,Off
1793,VT Jay NA,446.375,441.375,D-Digital,High,12.5K,Off,Off,North Am,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,7,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,1,Off,Off,Off,Off,Off,Off,1,0,Off
1794,VT Jay WW,446.375,441.375,D-Digital,High,12.5K,Off,Off,World Wide,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,7,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,1,Off,Off,Off,Off,Off,Off,1,0,Off
1795,VT Jay WWE,446.375,441.375,D-Digital,High,12.5K,Off,Off,WW English,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,7,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,1,Off,Off,Off,Off,Off,Off,1,0,Off
1796,VT Jay 310,446.375,441.375,D-Digital,High,12.5K,Off,Off,TAC310,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,7,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,1,Off,Off,Off,Off,Off,Off,1,0,Off
1797,VT Jay 311,446.375,441.375,D-Digital,High,12.5K,Off,Off,TAC311,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,7,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,1,Off,Off,Off,Off,Off,Off,1,0,Off
1798,VT Jay 113,446.375,441.375,D-Digital,High,12.5K,Off,Off,UA113,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,7,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,1,Off,Off,Off,Off,Off,Off,1,0,Off
1799,VT Jay 123,446.375,441.375,D-Digital,High,12.5K,Off,Off,UA123,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,7,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,1,Off,Off,Off,Off,Off,Off,1,0,Off
1800,VT Jay Parrot,446.375,441.375,D-Digital,High,12.5K,Off,Off,Parrot,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,7,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,1,Off,Off,Off,Off,Off,Off,1,0,Off
1801,VT Jay SKY,446.375,441.375,D-Digital,High,12.5K,Off,Off,SKYWARN,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,7,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,1,Off,Off,Off,Off,Off,Off,1,0,Off
1802,MA Dennis LCL,146.47,144.97,D-Digital,High,12.5K,Off,Off,LOCAL,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,11,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,1,Off,Off,Off,Off,Off,Off,1,0,Off
1803,MA Dennis MA,146.47,144.97,D-Digital,High,12.5K,Off,Off,MA  SW,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,11,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,1,Off,Off,Off,Off,Off,Off,1,0,Off
1804,MA Dennis RGN,146.47,144.97,D-Digital,High,12.5K,Off,Off,REG N,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,11,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,1,Off,Off,Off,Off,Off,Off,1,0,Off
1805,MA Dennis NEW,146.47,144.97,D-Digital,High,12.5K,Off,Off,NE WIDE,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,11,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,1,Off,Off,Off,Off,Off,Off,1,0,Off
1806,MA Dennis NTAC1,146.47,144.97,D-Digital,High,12.5K,Off,Off,NETAC1,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,11,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,1,Off,Off,Off,Off,Off,Off,1,0,Off
1807,MA Dennis NTAC2,146.47,144.97,D-Digital,High,12.5K,Off,Off,NETAC 2,Group Call,KB1PJD,Always,Carrier,Off,1,1,1,Off,11,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,1,Off,Off,Off,Off,Off,Off,1,0,Off
